created_at,updated_at,external_id,patient_medical_id,sold_at,type,price_total,reason,status,deleted_at,global_id,caregiver_id,global_mme_id,global_user_id,global_sold_by_user_id,sale_items
07/18/2019 06:00pm,07/18/2019 06:00pm,FF859E31-0B9E-4CC1-8544-74A503BBD92A,,07/18/2019,retail_recreational,23.71,,sale,,WAR422194.SA221AS3,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 06:00pmupdated_at:07\/18\/2019 06:00pmexternal_id:FF859E31-0B9E-4CC1-8544-74A503BBD92Ause_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:23.71price_total:23.71returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:3.50name:03.5 Gram - Flower - Raspberry Dosido  [ Raspberry Dosido  - Usable Marijuana - 03.5 Gram ]deleted_at:nullglobal_id:WAR422194.SI1YKDXRglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA221AS3global_batch_id:WAR422194.BAC7CK5global_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBKJFR}]
07/18/2019 04:59pm,07/18/2019 04:59pm,FF4886C6-FBA2-4D8A-8F40-E2B5D2DA8302,,07/18/2019,retail_recreational,6.77,,sale,,WAR422194.SA22147H,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 04:59pmupdated_at:07\/18\/2019 04:59pmexternal_id:FF4886C6-FBA2-4D8A-8F40-E2B5D2DA8302use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:6.77price_total:6.77returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:1.00name:TS - Blue Dream - Tangerine - Single Cone - 1.0g  [ Blue Dream - Marijuana Mix Infused - Single Infused Cone ]deleted_at:nullglobal_id:WAR422194.SI1YK0NWglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA22147Hglobal_batch_id:WAR422194.BAC7E11global_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBKL6G}]
07/18/2019 05:27pm,07/18/2019 05:27pm,FE451384-1784-4C80-AE73-D1D9328A76B6,,07/18/2019,retail_recreational,14.90,,sale,,WAR422194.SA2217BR,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 05:27pmupdated_at:07\/18\/2019 05:27pmexternal_id:FE451384-1784-4C80-AE73-D1D9328A76B6use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:7.45price_total:7.45returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:0.00name:BHOdeleted_at:nullglobal_id:WAR422194.SI1YK719global_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA2217BRglobal_batch_id:WAR422194.BAC33MTglobal_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBFXZA}{created_at:07\/18\/2019 05:27pmupdated_at:07\/18\/2019 05:27pmexternal_id:FE451384-1784-4C80-AE73-D1D9328A76B6use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:7.45price_total:7.45returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:0.00name:BHOdeleted_at:nullglobal_id:WAR422194.SI1YK71Eglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA2217BRglobal_batch_id:WAR422194.BAC33MWglobal_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBFXZD}]
07/18/2019 10:03am,07/18/2019 10:03am,FD8F7CCB-478D-42CC-BDCA-CCD281403FA5,,07/18/2019,retail_recreational,8.12,,sale,,WAR422194.SA2208MA,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 10:03amupdated_at:07\/18\/2019 10:03amexternal_id:FD8F7CCB-478D-42CC-BDCA-CCD281403FA5use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:4.06price_total:4.06returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:1.00name:CG FL - Green Crack - 01.0 Gram  [ Green Crack - Usable Marijuana - 01.0 Grams ]deleted_at:nullglobal_id:WAR422194.SI1YI1A7global_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA2208MAglobal_batch_id:WAR422194.BAC9HDJglobal_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBMISA}{created_at:07\/18\/2019 10:03amupdated_at:07\/18\/2019 10:03amexternal_id:FD8F7CCB-478D-42CC-BDCA-CCD281403FA5use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:4.06price_total:4.06returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:1.00name:CG FL - Green Crack - 01.0 Gram  [ Green Crack - Usable Marijuana - 01.0 Grams ]deleted_at:nullglobal_id:WAR422194.SI1YI1A8global_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA2208MAglobal_batch_id:WAR422194.BAC9HDJglobal_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBMISA}]
07/18/2019 08:33pm,07/18/2019 08:33pm,FD24BF4E-30A0-44A4-87BC-5E8C0E697194,,07/18/2019,retail_recreational,20.32,,sale,,WAR422194.SA221OY1,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 08:33pmupdated_at:07\/18\/2019 08:33pmexternal_id:FD24BF4E-30A0-44A4-87BC-5E8C0E697194use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:20.32price_total:20.32returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:1.00name:Butter - Hawaiian Dutch Treat - 1g  [ Hawaiian Dutch Treat - Marijuana Extract for Inhalation - 1g ]deleted_at:nullglobal_id:WAR422194.SI1YL5C7global_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA221OY1global_batch_id:WAR422194.BAC6QK5global_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBJS6G}]
07/18/2019 11:03am,07/18/2019 11:03am,FCCEEEC1-A828-49E1-94B7-C119A7BE2AEE,,07/18/2019,retail_recreational,13.54,,sale,,WAR422194.SA220CDC,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 11:03amupdated_at:07\/18\/2019 11:03amexternal_id:FCCEEEC1-A828-49E1-94B7-C119A7BE2AEEuse_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:6.77price_total:6.77returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:1.00name:TS - Hash Plant - Pineapple - Single Cone - 1.0g  [ Hash Plant - Marijuana Mix Infused - Single Infused Cone ]deleted_at:nullglobal_id:WAR422194.SI1YIA4Lglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA220CDCglobal_batch_id:WAR422194.BAC7E10global_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBKL6E}{created_at:07\/18\/2019 11:03amupdated_at:07\/18\/2019 11:03amexternal_id:FCCEEEC1-A828-49E1-94B7-C119A7BE2AEEuse_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:6.77price_total:6.77returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:1.00name:TS - Blue Dream - Tangerine - Single Cone - 1.0g  [ Blue Dream - Marijuana Mix Infused - Single Infused Cone ]deleted_at:nullglobal_id:WAR422194.SI1YIA4Nglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA220CDCglobal_batch_id:WAR422194.BAC7E11global_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBKL6G}]
07/18/2019 03:09pm,07/18/2019 03:09pm,FCC2D610-39F4-478B-9E7F-CA76202BFA44,,07/18/2019,retail_recreational,4.06,,sale,,WAR422194.SA220TMP,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 03:09pmupdated_at:07\/18\/2019 03:09pmexternal_id:FCC2D610-39F4-478B-9E7F-CA76202BFA44use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:4.06price_total:4.06returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:0.00name:Juicy Joint Grape .8gdeleted_at:nullglobal_id:WAR422194.SI1YJDGLglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA220TMPglobal_batch_id:WAR422194.BAC6STUglobal_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBJUEZ}]
07/18/2019 05:44pm,07/18/2019 05:44pm,FC68B458-7659-400A-AE1C-666F0A6D38DB,,07/18/2019,retail_recreational,18.97,,sale,,WAR422194.SA22191V,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 05:44pmupdated_at:07\/18\/2019 05:44pmexternal_id:FC68B458-7659-400A-AE1C-666F0A6D38DBuse_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:18.97price_total:18.97returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:0.00name:Usable Marijuanadeleted_at:nullglobal_id:WAR422194.SI1YKAG5global_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA22191Vglobal_batch_id:WAR422194.BAC2293global_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBEUIY}]
07/18/2019 02:12pm,07/18/2019 02:12pm,FBFFCF5C-CDDE-4540-947F-8112E2C6522F,,07/18/2019,retail_recreational,13.54,,sale,,WAR422194.SA220P97,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 02:12pmupdated_at:07\/18\/2019 02:12pmexternal_id:FBFFCF5C-CDDE-4540-947F-8112E2C6522Fuse_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:4.06price_total:4.06returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:0.00name:1 Gram Jointdeleted_at:nullglobal_id:WAR422194.SI1YJ3KQglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA220P97global_batch_id:WAR422194.BABO7NFglobal_returned_by_user_id:nullglobal_inventory_id:WAR422194.INB1L6G}{created_at:07\/18\/2019 02:12pmupdated_at:07\/18\/2019 02:12pmexternal_id:FBFFCF5C-CDDE-4540-947F-8112E2C6522Fuse_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:6.77price_total:6.77returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:0.00name:Mix Infused 1gdeleted_at:nullglobal_id:WAR422194.SI1YJ3KTglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA220P97global_batch_id:WAR422194.BAC2ARWglobal_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBF2WS}{created_at:07\/18\/2019 02:12pmupdated_at:07\/18\/2019 02:12pmexternal_id:FBFFCF5C-CDDE-4540-947F-8112E2C6522Fuse_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:2.71price_total:2.71returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:0.00name:2 x .5 g Flower Jointsdeleted_at:nullglobal_id:WAR422194.SI1YJ3KWglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA220P97global_batch_id:WAR422194.BAC80CTglobal_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBL3TH}]
07/18/2019 05:59pm,07/18/2019 05:59pm,FB1C2BDD-6425-41D3-A49A-788560AB74F2,,07/18/2019,retail_recreational,13.54,,sale,,WAR422194.SA221AO2,,WAWA1.MMZ3,WAWA1.US2TT,WAWA1.US2TT,[{created_at:07\/18\/2019 05:59pmupdated_at:07\/18\/2019 05:59pmexternal_id:FB1C2BDD-6425-41D3-A49A-788560AB74F2use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:6.77price_total:6.77returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:1.00name:TS - Hash Plant - Pineapple - Single Cone - 1.0g  [ Hash Plant - Marijuana Mix Infused - Single Infused Cone ]deleted_at:nullglobal_id:WAR422194.SI1YKDPUglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA221AO2global_batch_id:WAR422194.BAC7E10global_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBKL6E}{created_at:07\/18\/2019 05:59pmupdated_at:07\/18\/2019 05:59pmexternal_id:FB1C2BDD-6425-41D3-A49A-788560AB74F2use_by_date:sold_at:07\/18\/2019qty:1.0000uom:eaunit_price:6.77price_total:6.77returned_reason:returned_at:0000-00-00 00:00:00total_marijuana_in_grams:1.00name:TS - Blue Dream - Tangerine - Single Cone - 1.0g  [ Blue Dream - Marijuana Mix Infused - Single Infused Cone ]deleted_at:nullglobal_id:WAR422194.SI1YKDPXglobal_mme_id:WAWA1.MMZ3global_user_id:WAWA1.US2TTglobal_sale_id:WAR422194.SA221AO2global_batch_id:WAR422194.BAC7E11global_returned_by_user_id:nullglobal_inventory_id:WAR422194.INBKL6G}]
